"Node1","Sign","Node2","edgesUpVars","edgesDownVars"
"SIRT1",-1,"PAX6","eU4664","eD4664"
"SIRT1",-1,"TBX3","eU4665","eD4665"
"SIRT1",1,"TP73","eU4666","eD4666"
"SMAD2",1,"AHR","eU4667","eD4667"
"SMAD2",1,"GLI1","eU4668","eD4668"
"SMAD3",1,"AHR","eU4669","eD4669"
"SMAD3",1,"MXD1","eU4670","eD4670"
"SMAD3",1,"VDR","eU4671","eD4671"
"SMAD4",1,"AHR","eU4672","eD4672"
"SMARCA4",-1,"FOS","eU4673","eD4673"
"SMARCA4",1,"MECOM","eU4674","eD4674"
"SNAI2",1,"POU5F1","eU4675","eD4675"
"SOX17",1,"HNF4A","eU4676","eD4676"
"SOX2",-1,"ISL1","eU4677","eD4677"
"SOX2",-1,"POU4F2","eU4678","eD4678"
"SOX4",1,"KMT2A","eU4679","eD4679"
"SOX4",1,"NKX3_1","eU4680","eD4680"
"SOX6",-1,"CTNNB1","eU4681","eD4681"
"SOX6",1,"TP53","eU4682","eD4682"
"SOX9",1,"KLF4","eU4683","eD4683"
"SOX9",1,"MITF","eU4684","eD4684"
"SOX9",-1,"POU3F2","eU4685","eD4685"
"SP1",1,"ELF4","eU4686","eD4686"
"SP1",1,"HDAC4","eU4687","eD4687"
"SP1",1,"HOXB7","eU4688","eD4688"
"SP1",-1,"ID4","eU4689","eD4689"
"SP1",1,"IRF5","eU4690","eD4690"
"SP1",1,"MTA1","eU4691","eD4691"
"SP1",1,"NFKB2","eU4692","eD4692"
"SP1",1,"NR4A1","eU4693","eD4693"
"SP1",1,"RORA","eU4694","eD4694"
"SP1",1,"YY1","eU4695","eD4695"
"SP2",1,"DNMT3A","eU4696","eD4696"
"SP2",1,"DNMT3B","eU4697","eD4697"
"SP3",1,"HDAC4","eU4698","eD4698"
"SP3",1,"HOXB7","eU4699","eD4699"
"SP3",-1,"ID4","eU4700","eD4700"
"SP3",1,"NFKB1","eU4701","eD4701"
"SP3",1,"RELA","eU4702","eD4702"
"SP3",1,"RORA","eU4703","eD4703"
"SP3",1,"YY1","eU4704","eD4704"
"SP4",1,"NFKB1","eU4705","eD4705"
"SP4",1,"RELA","eU4706","eD4706"
"SP4",1,"YY1","eU4707","eD4707"
"SPI1",1,"STAT3","eU4708","eD4708"
"STAT3",1,"SPI1","eU4709","eD4709"
"SPIB",-1,"IRF7","eU4710","eD4710"
"AR",1,"SREBF1","eU4711","eD4711"
"SREBF1",-1,"AR","eU4712","eD4712"
"SRF",-1,"CREB1","eU4713","eD4713"
"SRF",1,"FOSL1","eU4714","eD4714"
"SRF",1,"PRRX1","eU4715","eD4715"
"STAT1",1,"CEBPE","eU4716","eD4716"
"STAT1",1,"STAT2","eU4717","eD4717"
"STAT2",1,"STAT1","eU4718","eD4718"
"TP53",1,"STAT1","eU4719","eD4719"
"STAT1",1,"TP53","eU4720","eD4720"
"STAT3",1,"AR","eU4721","eD4721"
"STAT3",-1,"DDIT3","eU4722","eD4722"
"STAT3",1,"EPAS1","eU4723","eD4723"
"STAT3",1,"NR2C2","eU4724","eD4724"
"STAT3",-1,"PAX3","eU4725","eD4725"
"STAT3",1,"TWIST2","eU4726","eD4726"
"STAT3",-1,"VDR","eU4727","eD4727"
"STAT5A",1,"SP1","eU4728","eD4728"
"STAT5B",1,"BCL6","eU4729","eD4729"
"STAT5B",1,"ESR2","eU4730","eD4730"
"STAT6",1,"FOS","eU4731","eD4731"
"STAT6",1,"FOSB","eU4732","eD4732"
"STAT6",1,"IRF4","eU4733","eD4733"
"TAL1",1,"ERG","eU4734","eD4734"
"TAL1",1,"MYCN","eU4735","eD4735"
"TBP",1,"E2F1","eU4736","eD4736"
"MYC",1,"TCF3","eU4737","eD4737"
"TCF3",1,"MYC","eU4738","eD4738"
"TCF4",1,"JUN","eU4739","eD4739"
"TCF4",1,"KLF4","eU4740","eD4740"
"TCF4",-1,"MITF","eU4741","eD4741"
"TCF7",1,"SNAI2","eU4742","eD4742"
"TCF7L2",1,"CTNNB1","eU4743","eD4743"
"TCF7L2",1,"SNAI2","eU4744","eD4744"
"STAT3",1,"TCF7L2","eU4745","eD4745"
"TCF7L2",1,"STAT3","eU4746","eD4746"
"TEAD1",1,"PAX3","eU4747","eD4747"
"TEAD1",1,"SRF","eU4748","eD4748"
"TFAP2A",1,"CRX","eU4749","eD4749"
"TP53",1,"TFDP1","eU4750","eD4750"
"TFDP1",-1,"TP53","eU4751","eD4751"
"TLX1",1,"NR4A3","eU4752","eD4752"
"TP53",-1,"E2F3","eU4753","eD4753"
"TP53",1,"E2F7","eU4754","eD4754"
"TP53",-1,"FGF2","eU4755","eD4755"
"TP53",-1,"FOXM1","eU4756","eD4756"
"FOXM1",-1,"TP53","eU4757","eD4757"
"TP53",1,"GLI2","eU4758","eD4758"
"TP53",1,"SMAD3","eU4759","eD4759"
"TP53",-1,"TCF7L2","eU4760","eD4760"
"TP63",1,"TCF4","eU4761","eD4761"
"TWIST1",1,"FOS","eU4762","eD4762"
"TWIST1",-1,"MYB","eU4763","eD4763"
"TWIST1",1,"NR2F1","eU4764","eD4764"
"TWIST2",1,"FOS","eU4765","eD4765"
"TWIST2",-1,"MYB","eU4766","eD4766"
"TWIST2",1,"NR2F1","eU4767","eD4767"
"TWIST2",-1,"RUNX2","eU4768","eD4768"
"USF1",-1,"ASCL2","eU4769","eD4769"
"USF1",1,"FOXA2","eU4770","eD4770"
"USF1",1,"ID4","eU4771","eD4771"
"USF1",1,"NFKB1","eU4772","eD4772"
"USF1",1,"POU2F1","eU4773","eD4773"
"USF1",1,"RELA","eU4774","eD4774"
"USF2",-1,"ASCL2","eU4775","eD4775"
"USF2",1,"BRCA1","eU4776","eD4776"
"USF2",1,"HIF1A","eU4777","eD4777"
"USF2",1,"PDX1","eU4778","eD4778"
"USF2",1,"POU2F1","eU4779","eD4779"
"BHLHE40",-1,"VDR","eU4780","eD4780"
"VDR",1,"BHLHE40","eU4781","eD4781"
"VDR",1,"FOXP3","eU4782","eD4782"
"VDR",1,"NCOR1","eU4783","eD4783"
"VHL",1,"AR","eU4784","eD4784"
"VHL",-1,"KLF10","eU4785","eD4785"
"VHL",1,"TCF4","eU4786","eD4786"
"WT1",1,"DNMT3A","eU4787","eD4787"
"WT1",1,"JUNB","eU4788","eD4788"
"WT1",-1,"NR5A1","eU4789","eD4789"
"WWTR1",1,"SMAD3","eU4790","eD4790"
"XBP1",1,"ESR1","eU4791","eD4791"
"XBP1",1,"ZHX2","eU4792","eD4792"
"YBX1",1,"MYCN","eU4793","eD4793"
"YY1",-1,"CREBBP","eU4794","eD4794"
"YY1",-1,"EPAS1","eU4795","eD4795"
"YY1",1,"HDAC1","eU4796","eD4796"
"YY1",1,"HDAC3","eU4797","eD4797"
"YY1",1,"HIF1A","eU4798","eD4798"
"YY1",1,"HOXB7","eU4799","eD4799"
"YY1",1,"IRF7","eU4800","eD4800"
"YY1",1,"SMAD7","eU4801","eD4801"
"YY1",1,"TFAP2A","eU4802","eD4802"
"ZBTB16",1,"CEBPA","eU4803","eD4803"
"ZBTB16",1,"LEF1","eU4804","eD4804"
"ZBTB16",1,"SOX9","eU4805","eD4805"
"ZBTB7A",-1,"FOS","eU4806","eD4806"
"ZBTB7A",-1,"MYC","eU4807","eD4807"
"ZEB1",1,"POU5F1","eU4808","eD4808"
"ZEB2",1,"POU5F1","eU4809","eD4809"
"ZFHX3",-1,"MYB","eU4810","eD4810"
"ZHX2",-1,"HNF1A","eU4811","eD4811"
"ZIC1",1,"JUND","eU4812","eD4812"
"ZNF300",1,"MYC","eU4813","eD4813"
"ZNF382",-1,"HMGA2","eU4814","eD4814"
"ZNF382",-1,"ID1","eU4815","eD4815"
"JUN",1,"ZNF382","eU4816","eD4816"
"ZNF382",-1,"JUN","eU4817","eD4817"
"ZNF382",-1,"MITF","eU4818","eD4818"
"ZNF382",-1,"MYC","eU4819","eD4819"
"ZNF382",-1,"NFKB1","eU4820","eD4820"
"ZNF382",-1,"STAT3","eU4821","eD4821"
"ZNF382",-1,"STAT5B","eU4822","eD4822"
"RBPJ",-1,"CEBPA","eU4823","eD4823"
"RBPJ",-1,"DLX4","eU4824","eD4824"
"RBPJ",1,"GATA2","eU4825","eD4825"
"RBPJ",1,"GATA3","eU4826","eD4826"
"RBPJ",-1,"HNF1A","eU4827","eD4827"
"RBPJ",1,"HNF1B","eU4828","eD4828"
"RBPJ",-1,"HNF4A","eU4829","eD4829"
"RBPJ",1,"NEUROG1","eU4830","eD4830"
"RBPJ",-1,"NEUROG3","eU4831","eD4831"
"RBPJ",-1,"NR1H2","eU4832","eD4832"
"RBPJ",1,"REL","eU4833","eD4833"
"RBPJ",1,"RELA","eU4834","eD4834"
"RBPJ",1,"RELB","eU4835","eD4835"
"RBPJ",1,"RLF","eU4836","eD4836"
"RBPJ",-1,"SMARCA1","eU4837","eD4837"
"RBPJ",1,"SPI1","eU4838","eD4838"
"RBPJ",1,"TBX21","eU4839","eD4839"
"RBPJ",1,"TCF7","eU4840","eD4840"
"RBPJ",-1,"TLX1","eU4841","eD4841"
"RBPJ",1,"SOX10","eU4842","eD4842"
"GLI1",-1,"FOXA1","eU4843","eD4843"
"GLI1",1,"FOXA2","eU4844","eD4844"
"GLI1",1,"FOXM1","eU4845","eD4845"
"GLI1",1,"ID4","eU4846","eD4846"
"GLI1",-1,"MYC","eU4847","eD4847"
"GLI1",1,"NPM1","eU4848","eD4848"
"GLI1",-1,"NR1H4","eU4849","eD4849"
"GLI1",1,"SNAI1","eU4850","eD4850"
"TP53",-1,"GLI1","eU4851","eD4851"
"GLI1",1,"TP53","eU4852","eD4852"
"STAT3",1,"AHR","eU4853","eD4853"
"STAT3",1,"MBD1","eU4854","eD4854"
"STAT3",1,"SMAD1","eU4855","eD4855"
"STAT3",1,"XBP1","eU4856","eD4856"
"CREB1",1,"ETV6","eU4857","eD4857"
"CREB1",1,"IRF7","eU4858","eD4858"
"CREB1",1,"MYOD1","eU4859","eD4859"
"CREB1",1,"PITX2","eU4860","eD4860"
"CREB1",1,"RARB","eU4861","eD4861"
"CREB1",1,"STAT3","eU4862","eD4862"
"CTNNB1",1,"CDX1","eU4863","eD4863"
"CTNNB1",-1,"CEBPA","eU4864","eD4864"
"CTNNB1",1,"DNMT1","eU4865","eD4865"
"CTNNB1",1,"ETV5","eU4866","eD4866"
"CTNNB1",1,"FOSL1","eU4867","eD4867"
"CTNNB1",1,"FOXN1","eU4868","eD4868"
"GLI3",1,"CTNNB1","eU4869","eD4869"
"CTNNB1",1,"GLI3","eU4870","eD4870"
"CTNNB1",-1,"HIF1A","eU4871","eD4871"
"CTNNB1",1,"HOXB4","eU4872","eD4872"
"CTNNB1",1,"ID2","eU4873","eD4873"
"CTNNB1",1,"ID3","eU4874","eD4874"
"CTNNB1",1,"KLF5","eU4875","eD4875"
"CTNNB1",1,"LMO2","eU4876","eD4876"
"CTNNB1",1,"MSX1","eU4877","eD4877"
"CTNNB1",1,"MSX2","eU4878","eD4878"
"CTNNB1",-1,"MXD1","eU4879","eD4879"
"CTNNB1",-1,"MYBL2","eU4880","eD4880"
"CTNNB1",1,"MYCN","eU4881","eD4881"
"CTNNB1",1,"MYF5","eU4882","eD4882"
"CTNNB1",1,"MYOD1","eU4883","eD4883"
"CTNNB1",1,"NEUROG1","eU4884","eD4884"
"CTNNB1",-1,"NKX2_2","eU4885","eD4885"
"CTNNB1",1,"NOTCH1","eU4886","eD4886"
"CTNNB1",1,"NPM1","eU4887","eD4887"
"CTNNB1",1,"NR4A1","eU4888","eD4888"
"CTNNB1",1,"PAX8","eU4889","eD4889"
"CTNNB1",1,"PML","eU4890","eD4890"
"CTNNB1",1,"RUNX2","eU4891","eD4891"
"CTNNB1",1,"SIM2","eU4892","eD4892"
"CTNNB1",1,"TBXT","eU4893","eD4893"
"CTNNB1",1,"TBX3","eU4894","eD4894"
"CTNNB1",1,"TCF4","eU4895","eD4895"
"CTNNB1",1,"TWIST1","eU4896","eD4896"
"CTNNB1",1,"RARG","eU4897","eD4897"
"CTNNB1",1,"REST","eU4898","eD4898"
"CTNNB1",1,"SOX10","eU4899","eD4899"
"GLI2",-1,"BCL6","eU4900","eD4900"
"GLI2",-1,"DLX3","eU4901","eD4901"
"GLI2",-1,"DLX5","eU4902","eD4902"
"GLI2",1,"E2F1","eU4903","eD4903"
"GLI2",-1,"IRF9","eU4904","eD4904"
"GLI2",-1,"JUNB","eU4905","eD4905"
"GLI2",-1,"MAZ","eU4906","eD4906"
"GLI2",-1,"MSX2","eU4907","eD4907"
"GLI2",-1,"MYC","eU4908","eD4908"
"GLI2",1,"PAX3","eU4909","eD4909"
"GLI2",-1,"RORC","eU4910","eD4910"
"GLI2",1,"TEAD1","eU4911","eD4911"
"GLI2",-1,"VDR","eU4912","eD4912"
"GLI2",1,"NR2F1","eU4913","eD4913"
"NR1H2",1,"BHLHE40","eU4914","eD4914"
"SP3",1,"TAL1","eU4915","eD4915"
"SREBF1",1,"SREBF2","eU4916","eD4916"
"SREBF2",1,"SREBF1","eU4917","eD4917"
"GATA6",1,"MAFK","eU4918","eD4918"
"FOXO1",-1,"ELK3","eU4919","eD4919"
"FOXO1",1,"HOXA5","eU4920","eD4920"
"FOXO1",-1,"ID1","eU4921","eD4921"
"FOXO1",1,"ID2","eU4922","eD4922"
"FOXO1",1,"JUN","eU4923","eD4923"
"FOXO1",1,"KLF4","eU4924","eD4924"
"FOXO1",-1,"PBX1","eU4925","eD4925"
"FOXO1",1,"RELA","eU4926","eD4926"
"FOXO1",1,"SMAD4","eU4927","eD4927"
"FOXO1",1,"TCF4","eU4928","eD4928"
"TP53",-1,"FOXO1","eU4929","eD4929"
"FOXO1",1,"TP53","eU4930","eD4930"
"HIF1A",1,"BHLHE40","eU4931","eD4931"
"NFKB1",1,"IRF8","eU4932","eD4932"
"NFKB1",1,"MYB","eU4933","eD4933"
"RELB",1,"MYB","eU4934","eD4934"
"SP1",-1,"FOXA1","eU4935","eD4935"
"SP1",1,"HSF1","eU4936","eD4936"
"SP1",1,"MSX1","eU4937","eD4937"
"SP1",1,"RUNX2","eU4938","eD4938"
"SP1",1,"TAL1","eU4939","eD4939"
"SP1",1,"KAT5","eU4940","eD4940"
"SP1",1,"SMAD4","eU4941","eD4941"
"TCF7L2",1,"GLI2","eU4942","eD4942"
"TCF7L2",1,"LEF1","eU4943","eD4943"
"TCF7L2",-1,"MXD1","eU4944","eD4944"
"TCF7L2",-1,"MYBL2","eU4945","eD4945"
"TCF7L2",1,"MYOD1","eU4946","eD4946"
"TCF7L2",1,"TBXT","eU4947","eD4947"
"TCF7L2",1,"TCF7","eU4948","eD4948"
"TP53",-1,"NFATC4","eU4949","eD4949"
"TP53",1,"PEG3","eU4950","eD4950"
"PEG3",1,"TP53","eU4951","eD4951"
"TP53",-1,"TCF4","eU4952","eD4952"
"MYC",1,"E2F3","eU4953","eD4953"
"NR2F1",-1,"NR0B1","eU4954","eD4954"
"SMAD3",1,"HEY1","eU4955","eD4955"
"GATA4",1,"MAFK","eU4956","eD4956"
"NOTCH1",-1,"ASCL1","eU4957","eD4957"
"NOTCH1",1,"GATA2","eU4958","eD4958"
"NOTCH1",1,"HEY2","eU4959","eD4959"
"NOTCH1",-1,"MYC","eU4960","eD4960"
"NOTCH1",-1,"MYOD1","eU4961","eD4961"
"NOTCH1",1,"NFKB1","eU4962","eD4962"
"NOTCH1",1,"NFKB2","eU4963","eD4963"
"NOTCH1",1,"REL","eU4964","eD4964"
"NOTCH1",1,"RELA","eU4965","eD4965"
"NOTCH1",1,"RELB","eU4966","eD4966"
"NOTCH1",1,"TCF7","eU4967","eD4967"
"LEF1",1,"E2F1","eU4968","eD4968"
"LEF1",1,"FOXN1","eU4969","eD4969"
"LEF1",1,"MYF5","eU4970","eD4970"
"LEF1",1,"TBXT","eU4971","eD4971"
"LEF1",1,"OVOL1","eU4972","eD4972"
"SOX2",1,"FOXJ1","eU4973","eD4973"
"SMAD4",1,"DLX3","eU4974","eD4974"
"SMAD4",1,"NKX2_5","eU4975","eD4975"
"SMAD4",1,"MSX1","eU4976","eD4976"
"GATA1",1,"MAFK","eU4977","eD4977"
"JUN",1,"GTF3A","eU4978","eD4978"
"JUN",1,"GATA1","eU4979","eD4979"
"NFYA",1,"PURA","eU4980","eD4980"
"NFYA",1,"SREBF2","eU4981","eD4981"
"YY1",1,"OTX2","eU4982","eD4982"
"E2F1",1,"YBX3","eU4983","eD4983"
"E2F1",1,"JUN","eU4984","eD4984"
"E2F1",1,"ZEB1","eU4985","eD4985"
"FOXO3",-1,"ELK3","eU4986","eD4986"
"FOXO3",1,"GTF2I","eU4987","eD4987"
"FOXO3",1,"HBP1","eU4988","eD4988"
"FOXO3",1,"HOXA5","eU4989","eD4989"
"FOXO3",1,"ID2","eU4990","eD4990"
"FOXO3",1,"KLF4","eU4991","eD4991"
"FOXO3",1,"MYOD1","eU4992","eD4992"
"FOXO3",1,"SATB1","eU4993","eD4993"
"FOXO3",1,"SMAD4","eU4994","eD4994"
"FOXO3",1,"HAND2","eU4995","eD4995"
"STAT5A",1,"PITX1","eU4996","eD4996"
"STAT5B",1,"PITX1","eU4997","eD4997"
"ETS1",1,"RUNX1","eU4998","eD4998"
"ETS1",1,"SRF","eU4999","eD4999"
"ETS2",1,"RUNX1","eU5000","eD5000"
"FOXO4",1,"PPARGC1A","eU5001","eD5001"
"MITF",1,"APEX1","eU5002","eD5002"
"E2F2",1,"E2F1","eU5003","eD5003"
"E2F2",1,"FOXO1","eU5004","eD5004"
"E2F3",1,"FGF2","eU5005","eD5005"
"E2F3",1,"FOXO1","eU5006","eD5006"
"E2F4",1,"JUN","eU5007","eD5007"
"TCF7",-1,"CEBPA","eU5008","eD5008"
"TCF7",1,"LEF1","eU5009","eD5009"
"TCF7",1,"PPARG","eU5010","eD5010"
"TCF7",1,"RUNX2","eU5011","eD5011"
"RUNX2",1,"TCF7","eU5012","eD5012"
"STAT1",1,"BCL6","eU5013","eD5013"
"RUNX2",1,"SMAD6","eU5014","eD5014"
"TRPS1",-1,"RUNX1","eU5015","eD5015"
"AR",1,"SNAI1","eU5016","eD5016"
"AR",1,"SNAI2","eU5017","eD5017"
"AR",1,"SREBF2","eU5018","eD5018"
"GATA2",1,"MAFK","eU5019","eD5019"
"HBP1",1,"CEBPA","eU5020","eD5020"
"HBP1",1,"GATA1","eU5021","eD5021"
"HBP1",1,"JUNB","eU5022","eD5022"
"HBP1",-1,"MYB","eU5023","eD5023"
"HBP1",1,"RUNX1","eU5024","eD5024"
"HBP1",-1,"SPI1","eU5025","eD5025"
"SPI1",-1,"TAL1","eU5026","eD5026"
"ESR1",-1,"PPARG","eU5027","eD5027"
"SMAD7",1,"CTNNB1","eU5028","eD5028"
"ID1",-1,"RORC","eU5029","eD5029"
"SMAD1",1,"DLX3","eU5030","eD5030"
"SMAD1",1,"ID2","eU5031","eD5031"
"SMAD1",1,"ID3","eU5032","eD5032"
"SMAD1",1,"MYC","eU5033","eD5033"
"SMAD1",1,"NKX2_5","eU5034","eD5034"
"SMAD1",1,"SMAD7","eU5035","eD5035"
"EBF1",1,"PPARG","eU5036","eD5036"
"HDAC1",-1,"CEBPA","eU5037","eD5037"
"STAT2",1,"IRF7","eU5038","eD5038"
"STAT2",1,"JUND","eU5039","eD5039"
"SOX6",-1,"CTBP2","eU5040","eD5040"
"THRB",1,"E2F1","eU5041","eD5041"
"THRB",1,"MLXIPL","eU5042","eD5042"
"THRB",-1,"SREBF1","eU5043","eD5043"
"CEBPD",1,"EBF1","eU5044","eD5044"
"GATA3",1,"GATA1","eU5045","eD5045"
"IRF9",1,"IRF7","eU5046","eD5046"
"NR0B1",-1,"NANOG","eU5047","eD5047"
"NANOG",1,"NR0B1","eU5048","eD5048"
"POU2F1",1,"TFAP2A","eU5049","eD5049"
"RXRA",1,"CEBPE","eU5050","eD5050"
"RXRA",1,"ETS1","eU5051","eD5051"
"RXRA",1,"HOXA1","eU5052","eD5052"
"NKX2_1",1,"PAX8","eU5053","eD5053"
"PAX8",-1,"NKX2_1","eU5054","eD5054"
"POU3F1",1,"SOX2","eU5055","eD5055"
"FOS",1,"SP3","eU5056","eD5056"
"ARX",-1,"EBF3","eU5057","eD5057"
"FOXH1",1,"MEF2C","eU5058","eD5058"
"NFIA",1,"TP53","eU5059","eD5059"
"NFIX",1,"PITX2","eU5060","eD5060"
"PAX5",1,"PAX2","eU5061","eD5061"
"PAX2",1,"PAX5","eU5062","eD5062"
"SPI1",1,"JDP2","eU5063","eD5063"
"SPI1",1,"NR4A1","eU5064","eD5064"
"ETS1",1,"NR4A1","eU5065","eD5065"
"HIF1A",1,"NKX3_1","eU5066","eD5066"
"POU4F1",1,"EGR1","eU5067","eD5067"
"DDIT3",1,"JUND","eU5068","eD5068"
"GATA5",1,"TBX20","eU5069","eD5069"
"TCF21",-1,"NR5A1","eU5070","eD5070"
"ZEB2",-1,"ZEB1","eU5071","eD5071"
"ZEB2",1,"MITF","eU5072","eD5072"
"NOTCH1",-1,"RUNX2","eU5073","eD5073"
"NOTCH1",1,"SOX9","eU5074","eD5074"
"NOTCH1",1,"HEYL","eU5075","eD5075"
"NOTCH1",1,"SNAI1","eU5076","eD5076"
"NOTCH1",1,"SNAI2","eU5077","eD5077"
"TBX2",-1,"CEBPD","eU5078","eD5078"
"CTNNB1",-1,"ISL1","eU5079","eD5079"
"CTNNB1",1,"OTX2","eU5080","eD5080"
"HAND2",1,"ID1","eU5081","eD5081"
"MECP2",-1,"SRF","eU5082","eD5082"
"MECP2",-1,"HDAC7","eU5083","eD5083"
"PAWR",-1,"CEBPB","eU5084","eD5084"
"PPARG",1,"TFAM","eU5085","eD5085"
"TAF1",-1,"TP53","eU5086","eD5086"
"E2F7",-1,"E2F2","eU5087","eD5087"
"ETV3",-1,"MYB","eU5088","eD5088"
"ETV3",-1,"MYC","eU5089","eD5089"
"HEY2",-1,"TBX2","eU5090","eD5090"
"HEY2",-1,"RUNX2","eU5091","eD5091"
"HEY2",1,"HEY1","eU5092","eD5092"
"MED1",-1,"RARB","eU5093","eD5093"
"MED1",1,"THRA","eU5094","eD5094"
"MED1",1,"IRF8","eU5095","eD5095"
"RBPJ",1,"NRG1","eU5096","eD5096"
"SIN3A",-1,"STAT3","eU5097","eD5097"
"SKIL",-1,"MYOG","eU5098","eD5098"
"TRPS1",-1,"ZEB2","eU5099","eD5099"
"NR5A1",1,"SREBF1","eU5100","eD5100"
"ELK1",1,"NR4A1","eU5101","eD5101"
"FLI1",1,"NR4A1","eU5102","eD5102"
"ID2",-1,"HES1","eU5103","eD5103"
"ID3",1,"HES1","eU5104","eD5104"
"PPARGC1A",1,"TFAM","eU5105","eD5105"
"PPARGC1A",1,"NRF1","eU5106","eD5106"
"SMAD1",1,"RUNX2","eU5107","eD5107"
"DOT1L",1,"STAT1","eU5108","eD5108"
"EP300",1,"RARB","eU5109","eD5109"
"IRF6",1,"OVOL1","eU5110","eD5110"
"NCOA3",1,"PPARA","eU5111","eD5111"
"SIRT1",1,"SRF","eU5112","eD5112"
"SIRT1",1,"MEF2C","eU5113","eD5113"
"SIRT1",1,"PPARGC1A","eU5114","eD5114"
"STAT5A",1,"RARB","eU5115","eD5115"
"NCOA2",1,"PPARD","eU5116","eD5116"
"YAP1",1,"TEAD1","eU5117","eD5117"
"FHL2",-1,"TCF3","eU5118","eD5118"
"FHL2",-1,"HAND1","eU5119","eD5119"
"KAT5",1,"SOX4","eU5120","eD5120"
"BCL6",1,"GLI1","eU5121","eD5121"
"BRD4",1,"KAT5","eU5122","eD5122"
"CREB1",1,"FOXO3","eU5123","eD5123"
"CTNNB1",1,"TGIF1","eU5124","eD5124"
"DNMT3A",1,"FOXP3","eU5125","eD5125"
"DNMT3B",1,"FOXP3","eU5126","eD5126"
"EGR1",1,"FOXP3","eU5127","eD5127"
"EP300",1,"SMAD7","eU5128","eD5128"
"ESR1",1,"FOXC1","eU5129","eD5129"
"ESR1",1,"NFIB","eU5130","eD5130"
"ESR1",1,"ZMYND8","eU5131","eD5131"
"EZH2",1,"HOXD13","eU5132","eD5132"
"EZH2",1,"HOXD3","eU5133","eD5133"
"EZH2",1,"ONECUT1","eU5134","eD5134"
"EZH2",1,"SOX17","eU5135","eD5135"
"FOS",1,"FOXC1","eU5136","eD5136"
"FOS",1,"FOXO3","eU5137","eD5137"
"FOXA1",1,"FOXC1","eU5138","eD5138"
"FOXO1",1,"FOXP3","eU5139","eD5139"
"GATA3",1,"NCOA3","eU5140","eD5140"
"HDAC1",-1,"MTA3","eU5141","eD5141"
"HDAC3",1,"SMAD7","eU5142","eD5142"
"JUN",1,"FOXC1","eU5143","eD5143"
"JUN",1,"FOXO3","eU5144","eD5144"
"KAT2B",1,"FOXP3","eU5145","eD5145"
"KDM5B",1,"ELF3","eU5146","eD5146"
"KLF2",1,"FOXP3","eU5147","eD5147"
"MBD2",1,"FOXP3","eU5148","eD5148"
"MECP2",-1,"FOXP3","eU5149","eD5149"
"MTA3",1,"NCOA3","eU5150","eD5150"
"NCOA1",1,"NR0B2","eU5151","eD5151"
"RARA",1,"FOXC1","eU5152","eD5152"
"RARA",1,"HOXA1","eU5153","eD5153"
"RARG",1,"FOXC1","eU5154","eD5154"
"SIN3A",-1,"FOXP3","eU5155","eD5155"
"SIRT1",1,"GLI1","eU5156","eD5156"
"SMAD3",1,"FOXO3","eU5157","eD5157"
"SP1",1,"FOXP3","eU5158","eD5158"
"SPI1",1,"KLF4","eU5159","eD5159"
"STAT3",1,"FOXP3","eU5160","eD5160"
"STAT3",1,"MAFB","eU5161","eD5161"
"TBP",1,"FOXP3","eU5162","eD5162"
"TCF7L2",1,"TGIF1","eU5163","eD5163"
"TET1",1,"FOXP3","eU5164","eD5164"
"TFAP2A",1,"FOXP3","eU5165","eD5165"
"TFAP2C",1,"FOXA1","eU5166","eD5166"
"TFAP2C",1,"FOXC1","eU5167","eD5167"
"ZEB2",1,"MTA3","eU5168","eD5168"
"PPARG",1,"BMAL1","eU5169","eD5169"
"NEUROG3",-1,"NEUROG2","eU5170","eD5170"
"NEUROG3",1,"NEUROG1","eU5171","eD5171"
"FOXO3",-1,"NOTCH1","eU5172","eD5172"
"HIF1A",1,"KDM2A","eU5173","eD5173"
"HIF1A",1,"KDM5B","eU5174","eD5174"
"HIF1A",1,"KDM5C","eU5175","eD5175"
"HIF1A",1,"KDM5A","eU5176","eD5176"
"SP1",1,"ID1","eU5177","eD5177"
"CTNNB1",1,"FOXA2","eU5178","eD5178"
"POU5F1",-1,"GATA4","eU5179","eD5179"
"POU5F1",1,"DNMT1","eU5180","eD5180"
"POU5F1",-1,"PAX6","eU5181","eD5181"
"PAX7",1,"MYF5","eU5182","eD5182"
"STAT5A",1,"DNMT3A","eU5183","eD5183"
"STAT5A",1,"IRF5","eU5184","eD5184"
"STAT5A",-1,"MEF2C","eU5185","eD5185"
"STAT3",1,"MYOD1","eU5186","eD5186"
"RARA",-1,"NR4A1","eU5187","eD5187"
"TWIST1",1,"SNAI2","eU5188","eD5188"
"CREB1",1,"CTNNB1","eU5189","eD5189"
"CREB1",1,"PAX3","eU5190","eD5190"
"CREB1",1,"HES1","eU5191","eD5191"
"CREB1",1,"MYF5","eU5192","eD5192"
"MECP2",-1,"NOTCH1","eU5193","eD5193"
"MEF2C",1,"MYF6","eU5194","eD5194"
"GLI2",1,"OLIG2","eU5195","eD5195"
"SATB1",-1,"MYB","eU5196","eD5196"
"EGR2",-1,"GFI1","eU5197","eD5197"
"GFI1",-1,"EGR2","eU5198","eD5198"
"MYC",1,"UBTF","eU5199","eD5199"
"RUNX1",-1,"MYC","eU5200","eD5200"
"RUNX1",1,"HHEX","eU5201","eD5201"
